data_type,data_group,pressure_level_label,variable,lead_hour,case_count,valid_case_count,n_total,rmse_monthly_pooled,mae_monthly_weighted,bias_monthly_weighted,corr_monthly_weighted_mean,rmse_daily_mean,mae_daily_mean,bias_daily_mean,corr_daily_mean,pred_mean_monthly_weighted,truth_mean_monthly_weighted,diff_std_daily_mean
gdas,surface,surface,v10,12,31.0,31.0,175770.0,1.489210857159279,1.045914641233924,0.05801567940123338,0.9146180982999541,1.4711201001757883,1.045914641233924,0.05801567940123338,0.9146180982999541,3.0739053541529175,3.015889674751684,1.452985551390927
gdas,surface,surface,v10,24,31.0,31.0,175770.0,1.578399093207762,1.1306984301276686,-0.08769291778723841,0.9152504012065978,1.5503801281994927,1.1306984301276684,-0.08769291778723844,0.915250401206598,2.9064877596025034,2.9941806773897417,1.5314383966316683
gdas,surface,surface,v10,48,31.0,31.0,175770.0,1.9363184536827158,1.3320373316880563,-0.2717154969732706,0.8801590860313508,1.8856779559078132,1.3320373316880563,-0.2717154969732705,0.880159086031351,2.8099297439471482,3.0816452409204187,1.845121315896539
gdas,surface,surface,v10,72,31.0,31.0,175770.0,2.233353381929472,1.5202922744648601,-0.2387655605086594,0.8380033130199968,2.142527131306803,1.52029227446486,-0.23876556050865944,0.8380033130199968,2.936611275935262,3.175376836443921,2.0891299916627752
gdas,surface,surface,wind10,1,31.0,31.0,175770.0,1.3356649338038553,0.9710753942966658,0.191058166324824,0.8916981744847341,1.3252200907166263,0.9710753942966659,0.19105816632482406,0.891698174484734,7.052787816362579,6.861729650037756,1.2998786467734176
gdas,surface,surface,wind10,3,31.0,31.0,175770.0,1.2401316489593321,0.9119858579457788,0.09045460503270097,0.9042111118616744,1.2333729449289024,0.9119858579457788,0.09045460503270097,0.9042111118616745,7.035733547787595,6.945278942754894,1.2183957157846113
gdas,surface,surface,wind10,6,31.0,31.0,175770.0,1.190037147210019,0.8802986236229275,-0.048053988110447615,0.9107685173297455,1.1833888632711287,0.8802986236229277,-0.048053988110447636,0.9107685173297453,6.860283175716129,6.908337163826576,1.1726511419909056
gdas,surface,surface,wind10,12,31.0,31.0,175770.0,1.3210837287126689,0.9745047866039483,-0.0718069573902079,0.8865382875704784,1.3107810506555981,0.9745047866039485,-0.07180695739020791,0.886538287570478,6.386906012532771,6.4587129699229795,1.2986022862607678
gdas,surface,surface,wind10,24,31.0,31.0,175770.0,1.3807318594474804,1.0171552779550153,-0.13962439805965057,0.8833127697924541,1.369613344192047,1.017155277955015,-0.13962439805965057,0.8833127697924542,6.7157016646777565,6.855326062737407,1.336800692565713
gdas,surface,surface,wind10,48,31.0,31.0,175770.0,1.599351628136787,1.160155004881228,-0.21009727690818544,0.8497610386978395,1.5796060939655134,1.1601550048812277,-0.21009727690818544,0.8497610386978395,6.687675124028619,6.897772400936804,1.5484937936810457
gdas,surface,surface,wind10,72,31.0,31.0,175770.0,1.8203820613622064,1.3148016193593925,-0.16481244513712595,0.804957733463188,1.7747538677449717,1.3148016193593923,-0.16481244513712595,0.8049577334631881,6.779935031328098,6.944747476465224,1.7360490333331897
gdas,upper,100,q,1,31.0,31.0,175770.0,1.204470396174266e-06,1.013898259301103e-06,-9.727753153032553e-07,0.7208546664025937,1.18558600413188e-06,1.013898259301103e-06,-9.727753153032551e-07,0.7208546664025935,2.5766396507571294e-06,3.5494149660603847e-06,6.594800954168297e-07
gdas,upper,100,q,3,31.0,31.0,175770.0,1.1759718459170066e-06,9.79075171201301e-07,-9.04011841330669e-07,0.685070689517425,1.1553155824456287e-06,9.790751712013013e-07,-9.040118413306693e-07,0.685070689517425,2.642517436778128e-06,3.5465292781087967e-06,6.93354572221004e-07
gdas,upper,100,q,6,31.0,31.0,175770.0,1.1280139621855016e-06,9.27377265827795e-07,-7.910489251757735e-07,0.6230662465761854,1.1090546584365978e-06,9.273772658277948e-07,-7.910489251757735e-07,0.6230662465761851,2.695449116182267e-06,3.4864980413580404e-06,7.446710210787473e-07
gdas,upper,100,q,12,31.0,31.0,175770.0,1.0968986499440139e-06,8.942188221876208e-07,-6.244902366347994e-07,0.47941478933382825,1.0778734653024177e-06,8.942188221876208e-07,-6.244902366347994e-07,0.4794147893338282,2.7577218836318613e-06,3.3822121202666607e-06,8.547083511870463e-07
gdas,upper,100,q,24,31.0,31.0,175770.0,1.06167161133435e-06,8.537658766586558e-07,-7.606102556309226e-07,0.6904358468646343,1.038010170552959e-06,8.537658766586558e-07,-7.606102556309226e-07,0.6904358468646347,2.7578094075301126e-06,3.5184196631610353e-06,6.920243365585905e-07
gdas,upper,100,q,48,31.0,31.0,175770.0,1.0544126971149214e-06,8.423019030236707e-07,-7.249849754469353e-07,0.6704061867783038,1.0293792086252569e-06,8.423019030236709e-07,-7.249849754469351e-07,0.6704061867783037,2.7774026937007353e-06,3.5023876691476706e-06,7.154936436428479e-07
gdas,upper,100,q,72,31.0,31.0,175770.0,1.061314716194007e-06,8.456893817824234e-07,-7.197303784427779e-07,0.6709840966818165,1.0365253836186324e-06,8.456893817824234e-07,-7.197303784427779e-07,0.6709840966818165,2.7738220130811993e-06,3.493552391523977e-06,7.269603977362017e-07
gdas,upper,1000,q,1,31.0,31.0,175770.0,0.0009357230784759757,0.0007085520635304033,-0.00033076917006056526,0.8037778503515369,0.0009277468086248936,0.000708552063530403,-0.0003307691700605652,0.8037778503515369,0.018722582312204642,0.01905335148226524,0.0008385494234026646
gdas,upper,1000,q,3,31.0,31.0,175770.0,0.000830636601787609,0.0006271944195026387,-0.00029514724367891,0.8346077208378,0.0008232350978454289,0.0006271944195026388,-0.00029514724367890995,0.8346077208378001,0.018830589124094188,0.019125736367773143,0.0007481390903077484
gdas,upper,1000,q,6,31.0,31.0,175770.0,0.0007522278062175236,0.0005537471777964548,-0.00024401294309640034,0.8479254290017866,0.0007447288191005969,0.0005537471777964548,-0.00024401294309640034,0.8479254290017864,0.019063020794193346,0.019307033737289786,0.0006925108147316838
gdas,upper,1000,q,12,31.0,31.0,175770.0,0.0007559451609335708,0.0005521149599387259,-7.305694991165706e-05,0.8406285838687338,0.0007493130236931258,0.0005521149599387258,-7.305694991165708e-05,0.840628583868734,0.01928068331379505,0.019353740263706714,0.0007356296694935837
gdas,upper,1000,q,24,31.0,31.0,175770.0,0.0006910165292178647,0.0005094026391470581,9.19698195627713e-06,0.8510077614088397,0.0006860595937525969,0.000509402639147058,9.196981956277131e-06,0.8510077614088399,0.019078327070292885,0.019069130088336602,0.0006678477742189709
gdas,upper,1000,q,48,31.0,31.0,175770.0,0.0007244106565015676,0.0005327467108502517,9.907384679047955e-05,0.833016202239034,0.0007200713167123645,0.0005327467108502516,9.907384679047954e-05,0.8330162022390337,0.019225019474978507,0.019125945628188003,0.0006999912713581645
gdas,upper,1000,q,72,31.0,31.0,175770.0,0.0007639924793731363,0.0005628163240752677,0.00011010773837534244,0.8121641218240527,0.0007579701268880033,0.0005628163240752678,0.00011010773837534246,0.8121641218240528,0.019300286847496177,0.01919017910912081,0.0007381607746290613
gdas,upper,150,q,1,31.0,31.0,175770.0,5.539142133759148e-06,4.088363240049926e-06,-2.8336021333179197e-06,0.7005078908963313,5.381384417623856e-06,4.088363240049926e-06,-2.8336021333179197e-06,0.7005078908963313,1.5679490958658927e-05,1.8513093091976846e-05,4.541137917222206e-06
gdas,upper,150,q,3,31.0,31.0,175770.0,5.270390488410601e-06,3.778473098364982e-06,-2.246905680383005e-06,0.7168060850375363,5.112209023366986e-06,3.7784730983649826e-06,-2.246905680383005e-06,0.7168060850375363,1.6577254669956785e-05,1.8824160350339792e-05,4.557806903413621e-06
gdas,upper,150,q,6,31.0,31.0,175770.0,5.131876981214793e-06,3.6099149309853938e-06,-1.8260690825086143e-06,0.7373072275391767,4.946214998746897e-06,3.6099149309853938e-06,-1.8260690825086143e-06,0.7373072275391767,1.7417521132774628e-05,1.9243590215283245e-05,4.563974628304516e-06
